customer_id,total_revenue,total_orders,first_purchase,last_purchase,customer_lifetime_days,avg_order_value,CLV,signup_date,signup_month,clv_percentile,clv_segment
10005,114.01,1,2022-05-18,2022-05-18,0.0,114.01,114.01,2021-12-04,2021-12,0.26311336717428085,Low Value
10005,114.01,1,2022-05-18,2022-05-18,0.0,114.01,114.01,2021-10-03,2021-10,0.26311336717428085,Low Value
10016,171.22,1,2021-11-16,2021-11-16,0.0,171.22,171.22,2021-05-12,2021-05,0.3880898665162625,Low Value
10016,171.22,1,2021-11-16,2021-11-16,0.0,171.22,171.22,2022-05-11,2022-05,0.3880898665162625,Low Value
10016,171.22,1,2021-11-16,2021-11-16,0.0,171.22,171.22,2022-01-11,2022-01,0.3880898665162625,Low Value
10016,171.22,1,2021-11-16,2021-11-16,0.0,171.22,171.22,2021-10-04,2021-10,0.3880898665162625,Low Value
10017,27.61,1,2022-11-10,2022-11-10,0.0,27.61,27.61,2022-01-14,2022-01,0.05611957134799774,Low Value
10019,566.33,1,2022-06-30,2022-06-30,0.0,566.33,566.33,2021-10-13,2021-10,0.8652002256063169,High Value
10022,121.99,1,2022-01-11,2022-01-11,0.0,121.99,121.99,2021-10-17,2021-10,0.2807388606880993,Low Value
10022,121.99,1,2022-01-11,2022-01-11,0.0,121.99,121.99,2021-08-11,2021-08,0.2807388606880993,Low Value
10022,121.99,1,2022-01-11,2022-01-11,0.0,121.99,121.99,2021-03-02,2021-03,0.2807388606880993,Low Value
10022,121.99,1,2022-01-11,2022-01-11,0.0,121.99,121.99,2021-06-18,2021-06,0.2807388606880993,Low Value
10029,22.9,1,2021-07-30,2021-07-30,0.0,22.9,22.9,2021-03-28,2021-03,0.04427523970671179,Low Value
10029,22.9,1,2021-07-30,2021-07-30,0.0,22.9,22.9,2021-07-18,2021-07,0.04427523970671179,Low Value
10029,22.9,1,2021-07-30,2021-07-30,0.0,22.9,22.9,2022-10-19,2022-10,0.04427523970671179,Low Value
10030,197.4,1,2022-08-29,2022-08-29,0.0,197.4,197.4,2022-01-11,2022-01,0.43715924045873283,Low Value
10030,197.4,1,2022-08-29,2022-08-29,0.0,197.4,197.4,2021-08-09,2021-08,0.43715924045873283,Low Value
10030,197.4,1,2022-08-29,2022-08-29,0.0,197.4,197.4,2023-05-14,2023-05,0.43715924045873283,Low Value
10030,197.4,1,2022-08-29,2022-08-29,0.0,197.4,197.4,2021-05-01,2021-05,0.43715924045873283,Low Value
10036,69.14,1,2023-12-10,2023-12-10,0.0,69.14,69.14,2023-05-05,2023-05,0.16116751269035534,Low Value
10036,69.14,1,2023-12-10,2023-12-10,0.0,69.14,69.14,2021-04-02,2021-04,0.16116751269035534,Low Value
10036,69.14,1,2023-12-10,2023-12-10,0.0,69.14,69.14,2022-07-07,2022-07,0.16116751269035534,Low Value
10036,69.14,1,2023-12-10,2023-12-10,0.0,69.14,69.14,2022-12-26,2022-12,0.16116751269035534,Low Value
10043,53.9,1,2023-10-30,2023-10-30,0.0,53.9,53.9,2022-09-27,2022-09,0.12563451776649745,Low Value
10043,53.9,1,2023-10-30,2023-10-30,0.0,53.9,53.9,2023-03-12,2023-03,0.12563451776649745,Low Value
10043,53.9,1,2023-10-30,2023-10-30,0.0,53.9,53.9,2023-01-03,2023-01,0.12563451776649745,Low Value
10043,53.9,1,2023-10-30,2023-10-30,0.0,53.9,53.9,2021-08-28,2021-08,0.12563451776649745,Low Value
10045,50.17,1,2023-01-15,2023-01-15,0.0,50.17,50.17,2022-10-25,2022-10,0.11562323745064862,Low Value
10045,50.17,1,2023-01-15,2023-01-15,0.0,50.17,50.17,2021-10-24,2021-10,0.11562323745064862,Low Value
10045,50.17,1,2023-01-15,2023-01-15,0.0,50.17,50.17,2021-11-07,2021-11,0.11562323745064862,Low Value
10046,30.63,1,2023-02-20,2023-02-20,0.0,30.63,30.63,2023-01-11,2023-01,0.06218274111675127,Low Value
10046,30.63,1,2023-02-20,2023-02-20,0.0,30.63,30.63,2022-07-26,2022-07,0.06218274111675127,Low Value
10046,30.63,1,2023-02-20,2023-02-20,0.0,30.63,30.63,2021-01-10,2021-01,0.06218274111675127,Low Value
10046,30.63,1,2023-02-20,2023-02-20,0.0,30.63,30.63,2022-04-05,2022-04,0.06218274111675127,Low Value
10052,45.09,1,2023-03-09,2023-03-09,0.0,45.09,45.09,2022-11-07,2022-11,0.10175784921977815,Low Value
10052,45.09,1,2023-03-09,2023-03-09,0.0,45.09,45.09,2022-01-24,2022-01,0.10175784921977815,Low Value
10053,48.57,1,2022-09-03,2022-09-03,0.0,48.57,48.57,2022-01-15,2022-01,0.11073510058281631,Low Value
10053,48.57,1,2022-09-03,2022-09-03,0.0,48.57,48.57,2022-02-09,2022-02,0.11073510058281631,Low Value
10053,48.57,1,2022-09-03,2022-09-03,0.0,48.57,48.57,2022-02-07,2022-02,0.11073510058281631,Low Value
10056,36.17,1,2021-06-27,2021-06-27,0.0,36.17,36.17,2022-05-24,2022-05,0.0774581688287272,Low Value
10056,36.17,1,2021-06-27,2021-06-27,0.0,36.17,36.17,2021-06-10,2021-06,0.0774581688287272,Low Value
10056,36.17,1,2021-06-27,2021-06-27,0.0,36.17,36.17,2021-05-18,2021-05,0.0774581688287272,Low Value
10056,36.17,1,2021-06-27,2021-06-27,0.0,36.17,36.17,2023-01-03,2023-01,0.0774581688287272,Low Value
10056,36.17,1,2021-06-27,2021-06-27,0.0,36.17,36.17,2022-02-14,2022-02,0.0774581688287272,Low Value
10057,159.3,1,2022-01-18,2022-01-18,0.0,159.3,159.3,2021-11-27,2021-11,0.3635081782289904,Low Value
10057,159.3,1,2022-01-18,2022-01-18,0.0,159.3,159.3,2022-05-11,2022-05,0.3635081782289904,Low Value
10057,159.3,1,2022-01-18,2022-01-18,0.0,159.3,159.3,2023-02-12,2023-02,0.3635081782289904,Low Value
10058,20.91,1,2022-06-07,2022-06-07,0.0,20.91,20.91,2022-01-13,2022-01,0.038447076518142505,Low Value
10058,20.91,1,2022-06-07,2022-06-07,0.0,20.91,20.91,2022-09-10,2022-09,0.038447076518142505,Low Value
10058,20.91,1,2022-06-07,2022-06-07,0.0,20.91,20.91,2022-01-20,2022-01,0.038447076518142505,Low Value
10059,78.44,1,2022-09-04,2022-09-04,0.0,78.44,78.44,2023-04-29,2023-04,0.18354013912389547,Low Value
10059,78.44,1,2022-09-04,2022-09-04,0.0,78.44,78.44,2021-04-20,2021-04,0.18354013912389547,Low Value
10059,78.44,1,2022-09-04,2022-09-04,0.0,78.44,78.44,2021-05-13,2021-05,0.18354013912389547,Low Value
10059,78.44,1,2022-09-04,2022-09-04,0.0,78.44,78.44,2021-10-28,2021-10,0.18354013912389547,Low Value
10064,91.09,1,2022-12-20,2022-12-20,0.0,91.09,91.09,2022-01-31,2022-01,0.21418499717992104,Low Value
10064,91.09,1,2022-12-20,2022-12-20,0.0,91.09,91.09,2022-12-18,2022-12,0.21418499717992104,Low Value
10064,91.09,1,2022-12-20,2022-12-20,0.0,91.09,91.09,2021-08-09,2021-08,0.21418499717992104,Low Value
10064,91.09,1,2022-12-20,2022-12-20,0.0,91.09,91.09,2022-04-10,2022-04,0.21418499717992104,Low Value
10065,141.92,1,2022-04-23,2022-04-23,0.0,141.92,141.92,2022-10-10,2022-10,0.3258601240834743,Low Value
10065,141.92,1,2022-04-23,2022-04-23,0.0,141.92,141.92,2022-07-13,2022-07,0.3258601240834743,Low Value
10065,141.92,1,2022-04-23,2022-04-23,0.0,141.92,141.92,2021-04-14,2021-04,0.3258601240834743,Low Value
10065,141.92,1,2022-04-23,2022-04-23,0.0,141.92,141.92,2022-03-14,2022-03,0.3258601240834743,Low Value
10068,45.44,1,2023-06-09,2023-06-09,0.0,45.44,45.44,2022-01-26,2022-01,0.10368490317728897,Low Value
10068,45.44,1,2023-06-09,2023-06-09,0.0,45.44,45.44,2022-07-27,2022-07,0.10368490317728897,Low Value
10068,45.44,1,2023-06-09,2023-06-09,0.0,45.44,45.44,2022-09-18,2022-09,0.10368490317728897,Low Value
10068,45.44,1,2023-06-09,2023-06-09,0.0,45.44,45.44,2021-07-23,2021-07,0.10368490317728897,Low Value
10068,45.44,1,2023-06-09,2023-06-09,0.0,45.44,45.44,2023-06-09,2023-06,0.10368490317728897,Low Value
10069,205.19,1,2023-03-20,2023-03-20,0.0,205.19,205.19,2023-02-05,2023-02,0.4478285391990976,Low Value
10069,205.19,1,2023-03-20,2023-03-20,0.0,205.19,205.19,2022-10-20,2022-10,0.4478285391990976,Low Value
10069,205.19,1,2023-03-20,2023-03-20,0.0,205.19,205.19,2021-07-31,2021-07,0.4478285391990976,Low Value
10076,138.84,1,2023-12-12,2023-12-12,0.0,138.84,138.84,2022-12-23,2022-12,0.3164598608761045,Low Value
10076,138.84,1,2023-12-12,2023-12-12,0.0,138.84,138.84,2022-04-19,2022-04,0.3164598608761045,Low Value
10076,138.84,1,2023-12-12,2023-12-12,0.0,138.84,138.84,2021-09-26,2021-09,0.3164598608761045,Low Value
10076,138.84,1,2023-12-12,2023-12-12,0.0,138.84,138.84,2022-07-27,2022-07,0.3164598608761045,Low Value
10078,9.86,1,2024-01-07,2024-01-07,0.0,9.86,9.86,2023-01-12,2023-01,0.015181425079902238,Low Value
10078,9.86,1,2024-01-07,2024-01-07,0.0,9.86,9.86,2021-09-29,2021-09,0.015181425079902238,Low Value
10079,17.13,1,2024-03-31,2024-03-31,0.0,17.13,17.13,2021-01-08,2021-01,0.03092686595224666,Low Value
10079,17.13,1,2024-03-31,2024-03-31,0.0,17.13,17.13,2021-03-01,2021-03,0.03092686595224666,Low Value
10079,17.13,1,2024-03-31,2024-03-31,0.0,17.13,17.13,2023-05-15,2023-05,0.03092686595224666,Low Value
10083,293.16,1,2023-09-19,2023-09-19,0.0,293.16,293.16,2023-05-01,2023-05,0.5950836623425456,Mid Value
10083,293.16,1,2023-09-19,2023-09-19,0.0,293.16,293.16,2021-03-28,2021-03,0.5950836623425456,Mid Value
10083,293.16,1,2023-09-19,2023-09-19,0.0,293.16,293.16,2022-07-31,2022-07,0.5950836623425456,Mid Value
10083,293.16,1,2023-09-19,2023-09-19,0.0,293.16,293.16,2021-12-26,2021-12,0.5950836623425456,Mid Value
10090,8.12,1,2022-07-15,2022-07-15,0.0,8.12,8.12,2022-06-14,2022-06,0.013348373754465124,Low Value
10090,8.12,1,2022-07-15,2022-07-15,0.0,8.12,8.12,2022-03-07,2022-03,0.013348373754465124,Low Value
10090,8.12,1,2022-07-15,2022-07-15,0.0,8.12,8.12,2022-06-18,2022-06,0.013348373754465124,Low Value
10094,26.43,1,2023-10-23,2023-10-23,0.0,26.43,26.43,2022-10-28,2022-10,0.052265463432976125,Low Value
10094,26.43,1,2023-10-23,2023-10-23,0.0,26.43,26.43,2023-01-06,2023-01,0.052265463432976125,Low Value
10094,26.43,1,2023-10-23,2023-10-23,0.0,26.43,26.43,2021-07-12,2021-07,0.052265463432976125,Low Value
10095,240.32,1,2021-09-26,2021-09-26,0.0,240.32,240.32,2021-09-06,2021-09,0.506533182929122,Mid Value
10095,240.32,1,2021-09-26,2021-09-26,0.0,240.32,240.32,2022-02-21,2022-02,0.506533182929122,Mid Value
10095,240.32,1,2021-09-26,2021-09-26,0.0,240.32,240.32,2022-03-30,2022-03,0.506533182929122,Mid Value
10095,240.32,1,2021-09-26,2021-09-26,0.0,240.32,240.32,2021-03-09,2021-03,0.506533182929122,Mid Value
10096,16.21,1,2022-02-16,2022-02-16,0.0,16.21,16.21,2022-04-13,2022-04,0.0290468133107727,Low Value
10096,16.21,1,2022-02-16,2022-02-16,0.0,16.21,16.21,2021-02-26,2021-02,0.0290468133107727,Low Value
10096,16.21,1,2022-02-16,2022-02-16,0.0,16.21,16.21,2022-01-19,2022-01,0.0290468133107727,Low Value
10102,32.72,1,2021-12-14,2021-12-14,0.0,32.72,32.72,2022-11-18,2022-11,0.06843391614965219,Low Value
10102,32.72,1,2021-12-14,2021-12-14,0.0,32.72,32.72,2023-04-23,2023-04,0.06843391614965219,Low Value
10102,32.72,1,2021-12-14,2021-12-14,0.0,32.72,32.72,2021-10-05,2021-10,0.06843391614965219,Low Value
10103,14.54,1,2022-07-09,2022-07-09,0.0,14.54,14.54,2022-11-06,2022-11,0.02420567775897725,Low Value
10103,14.54,1,2022-07-09,2022-07-09,0.0,14.54,14.54,2022-12-29,2022-12,0.02420567775897725,Low Value
10103,14.54,1,2022-07-09,2022-07-09,0.0,14.54,14.54,2022-09-09,2022-09,0.02420567775897725,Low Value
10103,14.54,1,2022-07-09,2022-07-09,0.0,14.54,14.54,2021-10-28,2021-10,0.02420567775897725,Low Value
10105,80.69,1,2023-03-30,2023-03-30,0.0,80.69,80.69,2022-03-21,2022-03,0.19016732468509118,Low Value
10105,80.69,1,2023-03-30,2023-03-30,0.0,80.69,80.69,2022-09-02,2022-09,0.19016732468509118,Low Value
10105,80.69,1,2023-03-30,2023-03-30,0.0,80.69,80.69,2022-07-15,2022-07,0.19016732468509118,Low Value
10105,80.69,1,2023-03-30,2023-03-30,0.0,80.69,80.69,2023-04-05,2023-04,0.19016732468509118,Low Value
10105,80.69,1,2023-03-30,2023-03-30,0.0,80.69,80.69,2022-01-01,2022-01,0.19016732468509118,Low Value
10107,48.28,1,2023-03-05,2023-03-05,0.0,48.28,48.28,2022-12-11,2022-12,0.11045309268659523,Low Value
10107,48.28,1,2023-03-05,2023-03-05,0.0,48.28,48.28,2022-12-16,2022-12,0.11045309268659523,Low Value
10107,48.28,1,2023-03-05,2023-03-05,0.0,48.28,48.28,2021-05-06,2021-05,0.11045309268659523,Low Value
10108,167.93,1,2022-07-17,2022-07-17,0.0,167.93,167.93,2021-01-19,2021-01,0.3775615717240083,Low Value
10108,167.93,1,2022-07-17,2022-07-17,0.0,167.93,167.93,2022-04-30,2022-04,0.3775615717240083,Low Value
10112,74.49,1,2023-10-01,2023-10-01,0.0,74.49,74.49,2023-04-25,2023-04,0.17578492197781537,Low Value
10112,74.49,1,2023-10-01,2023-10-01,0.0,74.49,74.49,2022-10-26,2022-10,0.17578492197781537,Low Value
10112,74.49,1,2023-10-01,2023-10-01,0.0,74.49,74.49,2022-03-11,2022-03,0.17578492197781537,Low Value
10116,58.54,1,2023-07-12,2023-07-12,0.0,58.54,58.54,2023-04-01,2023-04,0.13635081782289904,Low Value
10116,58.54,1,2023-07-12,2023-07-12,0.0,58.54,58.54,2021-10-09,2021-10,0.13635081782289904,Low Value
10116,58.54,1,2023-07-12,2023-07-12,0.0,58.54,58.54,2022-05-31,2022-05,0.13635081782289904,Low Value
10116,58.54,1,2023-07-12,2023-07-12,0.0,58.54,58.54,2022-12-02,2022-12,0.13635081782289904,Low Value
10116,58.54,1,2023-07-12,2023-07-12,0.0,58.54,58.54,2023-02-09,2023-02,0.13635081782289904,Low Value
10116,58.54,1,2023-07-12,2023-07-12,0.0,58.54,58.54,2022-04-23,2022-04,0.13635081782289904,Low Value
10117,40.52,1,2023-10-21,2023-10-21,0.0,40.52,40.52,2022-05-07,2022-05,0.08671742808798646,Low Value
10117,40.52,1,2023-10-21,2023-10-21,0.0,40.52,40.52,2022-10-26,2022-10,0.08671742808798646,Low Value
10117,40.52,1,2023-10-21,2023-10-21,0.0,40.52,40.52,2022-03-23,2022-03,0.08671742808798646,Low Value
10117,40.52,1,2023-10-21,2023-10-21,0.0,40.52,40.52,2022-05-27,2022-05,0.08671742808798646,Low Value
10117,40.52,1,2023-10-21,2023-10-21,0.0,40.52,40.52,2023-04-29,2023-04,0.08671742808798646,Low Value
10117,40.52,1,2023-10-21,2023-10-21,0.0,40.52,40.52,2021-10-26,2021-10,0.08671742808798646,Low Value
10118,234.64,1,2022-11-02,2022-11-02,0.0,234.64,234.64,2021-01-23,2021-01,0.49619289340101524,Low Value
10118,234.64,1,2022-11-02,2022-11-02,0.0,234.64,234.64,2021-09-12,2021-09,0.49619289340101524,Low Value
10118,234.64,1,2022-11-02,2022-11-02,0.0,234.64,234.64,2021-10-21,2021-10,0.49619289340101524,Low Value
10118,234.64,1,2022-11-02,2022-11-02,0.0,234.64,234.64,2022-06-11,2022-06,0.49619289340101524,Low Value
10119,259.67,1,2023-09-13,2023-09-13,0.0,259.67,259.67,2023-01-22,2023-01,0.5350159804474526,Mid Value
10119,259.67,1,2023-09-13,2023-09-13,0.0,259.67,259.67,2022-07-30,2022-07,0.5350159804474526,Mid Value
10121,44.18,1,2022-09-14,2022-09-14,0.0,44.18,44.18,2022-05-24,2022-05,0.09987779657830419,Low Value
10121,44.18,1,2022-09-14,2022-09-14,0.0,44.18,44.18,2022-11-01,2022-11,0.09987779657830419,Low Value
10123,226.44,1,2022-01-17,2022-01-17,0.0,226.44,226.44,2021-07-12,2021-07,0.4799304380522655,Low Value
10123,226.44,1,2022-01-17,2022-01-17,0.0,226.44,226.44,2023-02-17,2023-02,0.4799304380522655,Low Value
10123,226.44,1,2022-01-17,2022-01-17,0.0,226.44,226.44,2023-03-24,2023-03,0.4799304380522655,Low Value
10123,226.44,1,2022-01-17,2022-01-17,0.0,226.44,226.44,2023-01-11,2023-01,0.4799304380522655,Low Value
10133,290.63,1,2023-11-17,2023-11-17,0.0,290.63,290.63,2023-06-14,2023-06,0.5908065425831923,Mid Value
10133,290.63,1,2023-11-17,2023-11-17,0.0,290.63,290.63,2022-10-29,2022-10,0.5908065425831923,Mid Value
10133,290.63,1,2023-11-17,2023-11-17,0.0,290.63,290.63,2023-04-04,2023-04,0.5908065425831923,Mid Value
10133,290.63,1,2023-11-17,2023-11-17,0.0,290.63,290.63,2022-06-08,2022-06,0.5908065425831923,Mid Value
10133,290.63,1,2023-11-17,2023-11-17,0.0,290.63,290.63,2021-01-15,2021-01,0.5908065425831923,Mid Value
10135,46.13,1,2022-01-28,2022-01-28,0.0,46.13,46.13,2021-11-30,2021-11,0.10570595976687347,Low Value
10135,46.13,1,2022-01-28,2022-01-28,0.0,46.13,46.13,2021-03-31,2021-03,0.10570595976687347,Low Value
10139,175.11,1,2024-01-19,2024-01-19,0.0,175.11,175.11,2022-12-27,2022-12,0.3961270915585636,Low Value
10139,175.11,1,2024-01-19,2024-01-19,0.0,175.11,175.11,2023-03-30,2023-03,0.3961270915585636,Low Value
10139,175.11,1,2024-01-19,2024-01-19,0.0,175.11,175.11,2022-10-12,2022-10,0.3961270915585636,Low Value
10154,152.46,1,2022-01-26,2022-01-26,0.0,152.46,152.46,2022-12-17,2022-12,0.3470577176160933,Low Value
10154,152.46,1,2022-01-26,2022-01-26,0.0,152.46,152.46,2023-03-27,2023-03,0.3470577176160933,Low Value
10154,152.46,1,2022-01-26,2022-01-26,0.0,152.46,152.46,2021-03-17,2021-03,0.3470577176160933,Low Value
10154,152.46,1,2022-01-26,2022-01-26,0.0,152.46,152.46,2022-04-08,2022-04,0.3470577176160933,Low Value
10154,152.46,1,2022-01-26,2022-01-26,0.0,152.46,152.46,2022-03-17,2022-03,0.3470577176160933,Low Value
